protocol,encryption_mode,starttls_offered,starttls_success,tls_version,cipher_suite,key_exchange,forward_secrecy,cert_expired,cert_not_yet_valid,cert_key_algorithm,cert_key_size,cert_signature_algorithm,self_signed,hostname_match,packet_count,bytes_sent,bytes_received,retransmission_count,tls_handshake_duration,session_start,session_end,session_id,session_duration_seconds,bytes_total,avg_packet_size,hour_of_day,day_of_week,week_of_year,rule_risk_label,rule_risk_score
POP3,PLAINTEXT,0,0,,,,0,0,0,,0,,0,0,29,7336,8606,7,0.0,2026-01-18 17:38:54,2026-01-18 17:38:58,SMS-000095,4.0,15942,549.72,17,6,3,High,65
SMTP,STARTTLS,1,1,TLS 1.2,ECDHE_ECDSA_AES_128_GCM_SHA256,ECDHE,1,0,0,ECDSA,256,ECDSA_SHA256,0,1,167,13132,47726,0,0.1049,2026-02-18 05:48:26,2026-02-18 05:48:28,SMS-000096,2.0,60858,364.42,5,2,8,Low,5
SMTP,STARTTLS,1,1,TLS 1.2,ECDHE_RSA_AES_256_GCM_SHA384,ECDHE,1,0,0,RSA,2048,SHA256_RSA,0,1,112,18865,26956,1,0.1828,2026-10-13 09:12:10,2026-10-13 09:12:12,SMS-000097,2.0,45821,409.12,9,1,42,Low,5
POP3,STARTTLS,1,1,TLS 1.2,ECDHE_ECDSA_AES_256_GCM_SHA384,ECDHE,1,0,0,ECDSA,384,ECDSA_SHA384,0,1,160,18313,55658,0,0.1902,2026-06-07 04:21:59,2026-06-07 04:22:27,SMS-000098,28.0,73971,462.32,4,6,23,Low,5
IMAP,STARTTLS,1,1,TLS 1.3,TLS_AES_256_GCM_SHA384,X25519,1,0,0,RSA,2048,SHA256_RSA,0,1,497,61178,276219,2,0.2242,2026-03-24 05:43:06,2026-03-24 05:43:21,SMS-000099,15.0,337397,678.87,5,1,13,Low,0
POP3,STARTTLS,1,1,TLS 1.3,TLS_AES_256_GCM_SHA384,X25519,1,0,0,RSA,2048,SHA256_RSA,0,1,122,16513,35181,1,0.1154,2026-01-12 04:01:49,2026-01-12 04:01:54,SMS-000100,5.0,51694,423.72,4,0,3,Low,0
IMAP,STARTTLS,1,1,TLS 1.2,AES_128_GCM_SHA256,RSA,0,0,0,RSA,1024,SHA1_RSA,0,1,116,13248,52217,1,0.0915,2026-03-08 08:53:49,2026-03-08 08:53:54,SMS-000101,5.0,65465,564.35,8,6,10,High,45
SMTP,STARTTLS,1,1,TLS 1.2,ECDHE_RSA_AES_256_GCM_SHA384,ECDHE,1,0,0,RSA,2048,SHA256_RSA,0,1,493,52406,96350,1,0.1187,2026-06-02 10:05:42,2026-06-02 10:05:56,SMS-000102,14.0,148756,301.74,10,1,23,Low,5
IMAP,STARTTLS,1,1,TLS 1.2,ECDHE_RSA_AES_128_GCM_SHA256,ECDHE,1,0,0,RSA,2048,SHA256_RSA,0,0,341,48966,106853,0,0.1489,2026-04-04 12:09:10,2026-04-04 12:09:19,SMS-000103,9.0,155819,456.95,12,5,14,Medium,25
SMTP,STARTTLS,1,1,TLS 1.3,TLS_CHACHA20_POLY1305_SHA256,X25519,1,0,0,ECDSA,256,ECDSA_SHA256,0,1,99,10928,33047,1,0.1613,2026-07-04 11:19:07,2026-07-04 11:19:16,SMS-000104,9.0,43975,444.19,11,5,27,Low,0
IMAP,STARTTLS,1,1,TLS 1.2,ECDHE_RSA_AES_256_GCM_SHA384,ECDHE,1,0,0,RSA,2048,SHA256_RSA,0,1,160,16926,64123,0,0.1814,2026-05-07 02:53:11,2026-05-07 02:55:15,SMS-000105,124.0,81049,506.56,2,3,19,Low,5
IMAP,STARTTLS,1,1,TLS 1.1,AES_128_CBC_SHA,RSA,0,0,0,RSA,2048,SHA1_RSA,0,1,345,56816,164083,1,0.4196,2026-03-25 08:26:36,2026-03-25 08:26:54,SMS-000106,18.0,220899,640.29,8,2,13,High,45
SMTP,STARTTLS,1,1,TLS 1.2,ECDHE_RSA_AES_256_GCM_SHA384,ECDHE,1,0,0,RSA,2048,SHA256_RSA,0,1,111,11040,59834,3,0.1467,2026-04-08 01:12:07,2026-04-08 01:12:38,SMS-000107,31.0,70874,638.5,1,2,15,Low,5
IMAP,STARTTLS,1,1,TLS 1.3,TLS_AES_256_GCM_SHA384,X25519,1,0,0,RSA,2048,SHA256_RSA,0,1,182,37427,50898,1,0.4237,2026-07-24 07:38:16,2026-07-24 07:40:26,SMS-000108,130.0,88325,485.3,7,4,30,Low,0
SMTP,STARTTLS,1,1,TLS 1.2,ECDHE_RSA_AES_256_GCM_SHA384,ECDHE,1,0,0,RSA,2048,SHA256_RSA,0,1,237,23377,109738,1,0.3613,2026-04-01 13:34:58,2026-04-01 13:35:01,SMS-000109,3.0,133115,561.67,13,2,14,Low,5
SMTP,PLAINTEXT,0,0,,,,0,0,0,,0,,0,0,116,23346,45905,3,0.0,2026-05-17 16:29:18,2026-05-17 16:29:21,SMS-000110,3.0,69251,596.99,16,6,20,High,65
IMAP,STARTTLS,1,1,TLS 1.1,AES_128_CBC_SHA,RSA,0,0,0,RSA,2048,SHA1_RSA,0,1,184,26900,48967,0,0.2639,2026-05-01 20:32:51,2026-05-01 20:33:06,SMS-000111,15.0,75867,412.32,20,4,18,High,45
SMTP,STARTTLS,1,1,TLS 1.3,TLS_AES_128_GCM_SHA256,X25519,1,0,0,RSA,3072,SHA256_RSA,0,1,59,5106,16091,25,0.53,2026-03-04 22:22:50,2026-03-04 22:23:12,SMS-000112,22.0,21197,359.27,22,2,10,Low,0
SMTP,STARTTLS,1,1,TLS 1.3,TLS_CHACHA20_POLY1305_SHA256,X25519,1,0,0,ECDSA,256,ECDSA_SHA256,0,1,116,15640,55908,0,0.3579,2026-01-06 23:29:28,2026-01-06 23:29:40,SMS-000113,12.0,71548,616.79,23,1,2,Low,0
SMTP,STARTTLS,1,1,TLS 1.2,ECDHE_RSA_AES_128_GCM_SHA256,ECDHE,1,0,0,RSA,2048,SHA256_RSA,1,1,91,21177,25601,1,0.1179,2026-06-24 21:58:29,2026-06-24 21:58:44,SMS-000114,15.0,46778,514.04,21,2,26,Medium,20
SMTP,STARTTLS,1,1,TLS 1.2,ECDHE_RSA_AES_128_GCM_SHA256,ECDHE,1,0,0,RSA,2048,SHA256_RSA,0,0,415,59247,125760,0,0.2254,2026-09-18 21:57:30,2026-09-18 21:57:43,SMS-000115,13.0,185007,445.8,21,4,38,Medium,25
SMTP,STARTTLS,1,1,TLS 1.3,TLS_AES_256_GCM_SHA384,X25519,1,0,0,RSA,2048,SHA256_RSA,0,1,63,11358,14499,2,0.1849,2026-02-25 03:21:11,2026-02-25 03:21:15,SMS-000116,4.0,25857,410.43,3,2,9,Low,0
POP3,STARTTLS,1,1,TLS 1.2,ECDHE_RSA_AES_128_GCM_SHA256,ECDHE,1,0,0,RSA,2048,SHA256_RSA,1,0,139,11490,26947,0,0.1527,2026-10-23 20:08:51,2026-10-23 20:08:52,SMS-000117,1.0,38437,276.53,20,4,43,High,40
POP3,STARTTLS,1,1,TLS 1.2,ECDHE_RSA_AES_256_GCM_SHA384,ECDHE,1,0,0,RSA,2048,SHA256_RSA,0,1,70,15209,25337,0,0.141,2026-03-26 22:32:20,2026-03-26 22:32:28,SMS-000118,8.0,40546,579.23,22,3,13,Low,5
IMAP,STARTTLS,1,1,TLS 1.1,AES_128_CBC_SHA,RSA,0,0,0,RSA,2048,SHA1_RSA,0,1,63,4360,32272,3,0.391,2026-04-16 05:59:55,2026-04-16 06:00:34,SMS-000119,39.0,36632,581.46,5,3,16,High,45
POP3,STARTTLS,1,1,TLS 1.2,ECDHE_RSA_AES_128_GCM_SHA256,ECDHE,1,0,0,RSA,2048,SHA256_RSA,0,0,29,4261,9198,1,0.1248,2026-03-14 22:18:56,2026-03-14 22:19:03,SMS-000120,7.0,13459,464.1,22,5,11,Medium,25
IMAP,STARTTLS,1,1,TLS 1.2,ECDHE_RSA_AES_128_GCM_SHA256,ECDHE,1,0,0,RSA,2048,SHA256_RSA,1,1,192,9392,88311,0,0.0902,2026-08-29 05:37:18,2026-08-29 05:37:50,SMS-000121,32.0,97703,508.87,5,5,35,Medium,20
SMTP,STARTTLS,1,1,TLS 1.3,TLS_AES_256_GCM_SHA384,X25519,1,0,0,RSA,2048,SHA256_RSA,0,1,630,17190,154905,1,0.0852,2026-04-04 04:47:58,2026-04-04 04:48:08,SMS-000122,10.0,172095,273.17,4,5,14,Low,0
POP3,STARTTLS,1,1,TLS 1.3,TLS_AES_256_GCM_SHA384,X25519,1,0,0,RSA,2048,SHA256_RSA,0,1,61,7016,24168,1,0.3116,2026-09-21 11:53:47,2026-09-21 11:53:54,SMS-000123,7.0,31184,511.21,11,0,39,Low,0
IMAP,STARTTLS,1,1,TLS 1.3,TLS_AES_256_GCM_SHA384,X25519,1,0,0,RSA,2048,SHA256_RSA,0,1,312,35014,79071,1,0.1791,2026-03-23 12:08:42,2026-03-23 12:08:58,SMS-000124,16.0,114085,365.66,12,0,13,Low,0
SMTP,STARTTLS,1,1,TLS 1.3,TLS_CHACHA20_POLY1305_SHA256,X25519,1,0,0,ECDSA,256,ECDSA_SHA256,0,1,91,12479,53222,2,0.2262,2026-08-18 03:50:32,2026-08-18 03:50:41,SMS-000125,9.0,65701,721.99,3,1,34,Low,0
SMTP,PLAINTEXT,0,0,,,,0,0,0,,0,,0,0,72,14759,27857,2,0.0,2026-07-27 06:10:08,2026-07-27 06:10:18,SMS-000126,10.0,42616,591.89,6,0,31,High,65
IMAP,STARTTLS,1,1,TLS 1.2,ECDHE_RSA_AES_128_GCM_SHA256,ECDHE,1,0,0,RSA,2048,SHA1_RSA,0,1,433,70526,282915,2,0.201,2026-05-30 14:03:43,2026-05-30 14:04:09,SMS-000127,26.0,353441,816.26,14,5,22,Low,15
SMTP,STARTTLS,1,1,TLS 1.3,TLS_CHACHA20_POLY1305_SHA256,X25519,1,0,0,ECDSA,256,ECDSA_SHA256,0,1,162,24957,38097,2,0.3359,2026-06-15 11:48:04,2026-06-15 11:48:20,SMS-000128,16.0,63054,389.22,11,0,25,Low,0
IMAP,STARTTLS,1,1,TLS 1.3,TLS_AES_256_GCM_SHA384,X25519,1,0,0,RSA,2048,SHA256_RSA,0,1,350,55805,223941,0,0.1289,2026-10-24 08:55:40,2026-10-24 08:55:55,SMS-000129,15.0,279746,799.27,8,5,43,Low,0
SMTP,STARTTLS,1,1,TLS 1.1,AES_128_CBC_SHA,RSA,0,0,0,RSA,2048,SHA1_RSA,0,1,124,23636,44036,4,0.1614,2026-05-12 16:34:03,2026-05-12 16:34:12,SMS-000130,9.0,67672,545.74,16,1,20,High,45
IMAP,STARTTLS,1,1,TLS 1.2,ECDHE_RSA_AES_128_GCM_SHA256,ECDHE,1,1,0,RSA,2048,SHA256_RSA,0,1,177,14283,106706,2,0.1021,2026-11-17 13:06:01,2026-11-17 13:06:10,SMS-000131,9.0,120989,683.55,13,1,47,Medium,30
SMTP,STARTTLS,1,1,TLS 1.3,TLS_AES_256_GCM_SHA384,X25519,1,0,0,RSA,2048,SHA256_RSA,0,1,134,22637,42572,2,0.0979,2026-06-13 22:34:03,2026-06-13 22:34:18,SMS-000132,15.0,65209,486.63,22,5,24,Low,0
SMTP,STARTTLS,1,1,TLS 1.2,ECDHE_RSA_AES_128_GCM_SHA256,ECDHE,1,0,0,RSA,2048,SHA256_RSA,1,0,49,6404,18378,1,0.2893,2026-04-05 18:24:25,2026-04-05 18:24:30,SMS-000133,5.0,24782,505.76,18,6,14,High,40
IMAP,STARTTLS,1,1,TLS 1.2,ECDHE_RSA_AES_256_GCM_SHA384,ECDHE,1,0,0,RSA,2048,SHA256_RSA,0,1,45,6934,23761,1,0.1345,2026-05-11 21:37:32,2026-05-11 21:37:41,SMS-000134,9.0,30695,682.11,21,0,20,Low,5
IMAP,STARTTLS,1,1,TLS 1.2,ECDHE_RSA_AES_256_GCM_SHA384,ECDHE,1,0,0,RSA,2048,SHA256_RSA,0,1,360,20041,243891,1,0.068,2026-07-15 19:34:23,2026-07-15 19:34:24,SMS-000135,1.0,263932,733.14,19,2,29,Low,5
SMTP,STARTTLS,1,1,TLS 1.3,TLS_CHACHA20_POLY1305_SHA256,X25519,1,0,0,ECDSA,256,ECDSA_SHA256,0,1,122,9739,41409,1,0.3003,2026-11-28 16:28:47,2026-11-28 16:28:49,SMS-000136,2.0,51148,419.25,16,5,48,Low,0
IMAP,STARTTLS,1,1,TLS 1.2,ECDHE_ECDSA_AES_256_GCM_SHA384,ECDHE,1,0,0,ECDSA,384,ECDSA_SHA384,0,1,148,10605,43250,2,0.084,2026-06-30 20:22:30,2026-06-30 20:22:35,SMS-000137,5.0,53855,363.89,20,1,27,Low,5
IMAP,STARTTLS,1,1,TLS 1.2,ECDHE_RSA_AES_128_GCM_SHA256,ECDHE,1,0,0,RSA,2048,SHA256_RSA,0,0,364,47413,262540,0,0.177,2026-09-19 14:49:27,2026-09-19 14:49:33,SMS-000138,6.0,309953,851.52,14,5,38,Medium,25
POP3,STARTTLS,1,1,TLS 1.0,AES_128_CBC_SHA,RSA,0,0,0,RSA,2048,SHA1_RSA,0,1,93,16737,47292,5,0.7514,2026-04-17 23:41:57,2026-04-17 23:42:16,SMS-000139,19.0,64029,688.48,23,4,16,High,55
SMTP,PLAINTEXT,0,0,,,,0,0,0,,0,,0,0,256,28776,131586,5,0.0,2026-10-01 23:16:50,2026-10-01 23:16:59,SMS-000140,9.0,160362,626.41,23,3,40,High,65
IMAP,STARTTLS,1,1,TLS 1.2,AES_256_GCM_SHA384,RSA,0,0,0,RSA,2048,SHA256_RSA,0,1,469,32453,137792,0,0.1303,2026-10-12 08:26:59,2026-10-12 08:27:47,SMS-000141,48.0,170245,363.0,8,0,42,Low,15
POP3,STARTTLS,1,1,TLS 1.2,ECDHE_ECDSA_AES_128_GCM_SHA256,ECDHE,1,0,0,ECDSA,256,ECDSA_SHA256,0,1,84,18408,17967,0,0.181,2026-01-26 05:56:59,2026-01-26 05:57:21,SMS-000142,22.0,36375,433.04,5,0,5,Low,5
IMAP,STARTTLS,1,1,TLS 1.3,TLS_AES_256_GCM_SHA384,X25519,1,0,0,RSA,2048,SHA256_RSA,0,1,153,18092,76123,2,0.1137,2026-01-20 09:04:42,2026-01-20 09:04:55,SMS-000143,13.0,94215,615.78,9,1,4,Low,0
SMTP,STARTTLS,1,1,TLS 1.2,ECDHE_RSA_AES_128_GCM_SHA256,ECDHE,1,0,1,RSA,2048,SHA256_RSA,0,1,188,29668,192840,2,0.194,2026-05-17 14:28:03,2026-05-17 14:28:09,SMS-000144,6.0,222508,1183.55,14,6,20,Medium,25
IMAP,PLAINTEXT,0,0,,,,0,0,0,,0,,0,0,171,30405,108392,2,0.0,2026-12-01 04:41:12,2026-12-01 04:41:14,SMS-000145,2.0,138797,811.68,4,1,49,High,65
SMTP,PLAINTEXT,0,0,,,,0,0,0,,0,,0,0,131,8831,36898,3,0.0,2026-03-31 23:37:04,2026-03-31 23:37:11,SMS-000146,7.0,45729,349.08,23,1,14,High,65
SMTP,STARTTLS,1,1,TLS 1.2,ECDHE_ECDSA_AES_128_GCM_SHA256,ECDHE,1,0,0,ECDSA,256,ECDSA_SHA256,0,1,98,8553,33678,1,0.1235,2026-12-31 17:30:20,2026-12-31 17:30:24,SMS-000147,4.0,42231,430.93,17,3,53,Low,5
SMTP,STARTTLS,1,1,TLS 1.3,TLS_CHACHA20_POLY1305_SHA256,X25519,1,0,0,ECDSA,256,ECDSA_SHA256,0,1,260,23342,96993,1,0.6347,2026-07-20 09:46:15,2026-07-20 09:46:22,SMS-000148,7.0,120335,462.83,9,0,30,Low,0
IMAP,STARTTLS,1,1,TLS 1.3,TLS_AES_256_GCM_SHA384,X25519,1,0,0,RSA,2048,SHA256_RSA,0,1,362,38462,229446,1,0.1285,2026-01-31 04:21:47,2026-01-31 04:21:56,SMS-000149,9.0,267908,740.08,4,5,5,Low,0
SMTP,PLAINTEXT,0,0,,,,0,0,0,,0,,0,0,73,11483,34381,4,0.0,2026-11-07 17:15:27,2026-11-07 17:15:35,SMS-000150,8.0,45864,628.27,17,5,45,High,65
IMAP,STARTTLS,1,1,TLS 1.3,TLS_AES_256_GCM_SHA384,X25519,1,0,0,RSA,2048,SHA256_RSA,0,1,178,23477,126092,2,0.0437,2026-02-19 17:00:59,2026-02-19 17:01:07,SMS-000151,8.0,149569,840.28,17,3,8,Low,0
IMAP,STARTTLS,1,1,TLS 1.3,TLS_AES_256_GCM_SHA384,X25519,1,0,0,RSA,2048,SHA256_RSA,0,1,284,44006,146982,1,0.4548,2026-05-16 18:55:45,2026-05-16 18:56:12,SMS-000152,27.0,190988,672.49,18,5,20,Low,0
SMTP,STARTTLS,1,1,TLS 1.2,ECDHE_RSA_AES_256_GCM_SHA384,ECDHE,1,0,0,RSA,2048,SHA256_RSA,0,1,672,101944,304963,2,0.1139,2026-08-18 20:58:32,2026-08-18 20:58:44,SMS-000153,12.0,406907,605.52,20,1,34,Low,5
IMAP,STARTTLS,1,1,TLS 1.3,TLS_CHACHA20_POLY1305_SHA256,X25519,1,0,0,ECDSA,256,ECDSA_SHA256,0,1,768,67293,231128,0,0.2749,2026-02-27 03:50:16,2026-02-27 03:50:20,SMS-000154,4.0,298421,388.57,3,4,9,Low,0
SMTP,STARTTLS,1,1,TLS 1.3,TLS_AES_256_GCM_SHA384,X25519,1,0,0,RSA,2048,SHA256_RSA,0,1,34,5829,10073,1,0.0978,2026-05-31 05:36:37,2026-05-31 05:36:44,SMS-000155,7.0,15902,467.71,5,6,22,Low,0
POP3,STARTTLS,1,1,TLS 1.3,TLS_AES_256_GCM_SHA384,X25519,1,0,0,RSA,2048,SHA256_RSA,0,1,129,22941,19202,2,0.0372,2026-01-03 06:09:17,2026-01-03 06:09:29,SMS-000156,12.0,42143,326.69,6,5,1,Low,0
IMAP,STARTTLS,1,1,TLS 1.2,AES_256_GCM_SHA384,RSA,0,0,0,RSA,2048,SHA256_RSA,0,1,174,18038,76949,0,0.1115,2026-09-11 08:23:11,2026-09-11 08:24:04,SMS-000157,53.0,94987,545.9,8,4,37,Low,15
SMTP,STARTTLS,1,1,TLS 1.2,ECDHE_RSA_AES_128_GCM_SHA256,ECDHE,1,1,0,RSA,2048,SHA256_RSA,0,1,130,23869,17800,1,0.2691,2026-03-19 23:46:03,2026-03-19 23:46:05,SMS-000158,2.0,41669,320.53,23,3,12,Medium,30
POP3,PLAINTEXT,0,0,,,,0,0,0,,0,,0,0,193,22151,63002,2,0.0,2026-08-06 23:18:07,2026-08-06 23:18:18,SMS-000159,11.0,85153,441.21,23,3,32,High,65
SMTP,STARTTLS,1,1,TLS 1.2,ECDHE_ECDSA_AES_128_GCM_SHA256,ECDHE,1,0,0,ECDSA,256,ECDSA_SHA256,0,1,184,28311,54500,0,0.259,2026-12-13 17:59:13,2026-12-13 17:59:38,SMS-000160,25.0,82811,450.06,17,6,50,Low,5
IMAP,STARTTLS,1,1,TLS 1.3,TLS_CHACHA20_POLY1305_SHA256,X25519,1,0,0,ECDSA,256,ECDSA_SHA256,0,1,231,38530,116971,1,0.2652,2026-03-31 15:54:51,2026-03-31 15:54:59,SMS-000161,8.0,155501,673.16,15,1,14,Low,0
IMAP,STARTTLS,1,1,TLS 1.3,TLS_AES_256_GCM_SHA384,X25519,1,0,0,RSA,2048,SHA256_RSA,0,1,245,15110,82247,0,0.2645,2026-05-09 12:17:22,2026-05-09 12:17:31,SMS-000162,9.0,97357,397.38,12,5,19,Low,0
IMAP,STARTTLS,1,1,TLS 1.2,ECDHE_RSA_AES_256_GCM_SHA384,ECDHE,1,0,0,RSA,2048,SHA256_RSA,0,1,188,16794,42694,2,0.1052,2026-03-21 07:59:58,2026-03-21 08:00:01,SMS-000163,3.0,59488,316.43,7,5,12,Low,5
POP3,STARTTLS,1,1,TLS 1.1,AES_128_CBC_SHA,RSA,0,0,0,RSA,2048,SHA1_RSA,0,1,165,45679,70481,5,0.0667,2026-12-31 13:15:46,2026-12-31 13:16:09,SMS-000164,23.0,116160,704.0,13,3,53,High,45
SMTP,STARTTLS,1,1,TLS 1.3,TLS_CHACHA20_POLY1305_SHA256,X25519,1,0,0,ECDSA,256,ECDSA_SHA256,0,1,157,36613,44079,1,0.1914,2026-05-22 07:33:41,2026-05-22 07:33:47,SMS-000165,6.0,80692,513.96,7,4,21,Low,0
SMTP,STARTTLS,1,1,TLS 1.2,ECDHE_RSA_AES_128_GCM_SHA256,ECDHE,1,1,0,RSA,2048,SHA256_RSA,0,1,236,24572,77655,0,0.1168,2026-03-06 08:15:27,2026-03-06 08:15:31,SMS-000166,4.0,102227,433.17,8,4,10,Medium,30
IMAP,STARTTLS,1,1,TLS 1.3,TLS_CHACHA20_POLY1305_SHA256,X25519,1,0,0,ECDSA,256,ECDSA_SHA256,0,1,74,10464,49637,0,0.191,2026-05-27 02:42:41,2026-05-27 02:43:33,SMS-000167,52.0,60101,812.18,2,2,22,Low,0
IMAP,STARTTLS,1,1,TLS 1.2,ECDHE_RSA_AES_128_GCM_SHA256,ECDHE,1,0,0,RSA,2048,SHA256_RSA,0,0,199,23456,60718,0,0.204,2026-09-08 19:24:32,2026-09-08 19:32:15,SMS-000168,463.0,84174,422.98,19,1,37,Medium,25
SMTP,STARTTLS,1,1,TLS 1.3,TLS_CHACHA20_POLY1305_SHA256,X25519,1,0,0,ECDSA,256,ECDSA_SHA256,0,1,103,14687,26301,0,0.2081,2026-12-04 23:19:48,2026-12-04 23:19:54,SMS-000169,6.0,40988,397.94,23,4,49,Low,0
SMTP,STARTTLS,1,1,TLS 1.2,ECDHE_RSA_AES_256_GCM_SHA384,ECDHE,1,0,0,RSA,2048,SHA256_RSA,0,1,81,14767,24923,4,0.2563,2026-01-29 00:09:20,2026-01-29 00:09:23,SMS-000170,3.0,39690,490.0,0,3,5,Low,5
SMTP,STARTTLS,1,1,TLS 1.3,TLS_AES_256_GCM_SHA384,X25519,1,0,0,RSA,2048,SHA256_RSA,0,1,105,10476,26988,0,0.127,2026-09-25 06:15:43,2026-09-25 06:15:45,SMS-000171,2.0,37464,356.8,6,4,39,Low,0
IMAP,STARTTLS,1,1,TLS 1.3,TLS_AES_256_GCM_SHA384,X25519,1,0,0,RSA,2048,SHA256_RSA,0,1,203,16906,93314,1,0.056,2026-02-19 20:49:02,2026-02-19 20:49:45,SMS-000172,43.0,110220,542.96,20,3,8,Low,0
POP3,PLAINTEXT,0,0,,,,0,0,0,,0,,0,0,56,12885,29184,5,0.0,2026-02-23 00:54:44,2026-02-23 00:54:59,SMS-000173,15.0,42069,751.23,0,0,9,High,65
POP3,STARTTLS,1,1,TLS 1.0,AES_128_CBC_SHA,RSA,0,0,0,RSA,2048,SHA1_RSA,0,1,111,20950,22425,1,0.5697,2026-02-04 13:31:30,2026-02-04 13:31:46,SMS-000174,16.0,43375,390.77,13,2,6,High,55
IMAP,PLAINTEXT,0,0,,,,0,0,0,,0,,0,0,119,16228,87302,5,0.0,2026-11-11 15:12:15,2026-11-11 15:12:21,SMS-000175,6.0,103530,870.0,15,2,46,High,65
POP3,STARTTLS,1,1,TLS 1.2,ECDHE_ECDSA_AES_128_GCM_SHA256,ECDHE,1,0,0,ECDSA,256,ECDSA_SHA256,0,1,64,13453,16982,2,0.3071,2026-10-04 12:41:38,2026-10-04 12:41:42,SMS-000176,4.0,30435,475.55,12,6,40,Low,5
SMTP,STARTTLS,1,1,TLS 1.3,TLS_AES_128_GCM_SHA256,X25519,1,0,0,RSA,3072,SHA256_RSA,0,1,87,20004,14102,1,0.1402,2026-05-24 17:15:52,2026-05-24 17:15:58,SMS-000177,6.0,34106,392.02,17,6,21,Low,0
SMTP,STARTTLS,1,1,TLS 1.2,ECDHE_ECDSA_AES_128_GCM_SHA256,ECDHE,1,0,0,ECDSA,256,ECDSA_SHA256,0,1,675,121476,96936,0,0.1009,2026-05-27 03:51:38,2026-05-27 03:51:40,SMS-000178,2.0,218412,323.57,3,2,22,Low,5
POP3,STARTTLS,1,1,TLS 1.2,ECDHE_RSA_AES_256_GCM_SHA384,ECDHE,1,0,0,RSA,2048,SHA256_RSA,0,1,144,38821,46548,1,0.0492,2026-09-09 12:52:14,2026-09-09 12:52:30,SMS-000179,16.0,85369,592.84,12,2,37,Low,5
SMTP,STARTTLS,1,1,TLS 1.2,ECDHE_RSA_AES_256_GCM_SHA384,ECDHE,1,0,0,RSA,2048,SHA256_RSA,0,1,89,17843,16667,1,0.581,2026-10-28 19:51:41,2026-10-28 19:51:49,SMS-000180,8.0,34510,387.75,19,2,44,Low,5
SMTP,STARTTLS,1,1,TLS 1.2,ECDHE_RSA_AES_256_GCM_SHA384,ECDHE,1,0,0,RSA,2048,SHA256_RSA,0,1,119,18772,28693,31,2.1904,2026-04-26 08:55:50,2026-04-26 08:56:27,SMS-000181,37.0,47465,398.87,8,6,17,Low,5
SMTP,STARTTLS,1,1,TLS 1.2,AES_128_GCM_SHA256,RSA,0,0,0,RSA,1024,SHA1_RSA,0,1,133,22911,34248,0,0.2539,2026-01-04 14:21:57,2026-01-04 14:21:58,SMS-000182,1.0,57159,429.77,14,6,1,High,45
IMAP,STARTTLS,1,1,TLS 1.2,ECDHE_RSA_AES_256_GCM_SHA384,ECDHE,1,0,0,RSA,2048,SHA256_RSA,0,1,311,16470,197137,1,0.1598,2026-03-16 20:07:00,2026-03-16 20:07:15,SMS-000183,15.0,213607,686.84,20,0,12,Low,5
SMTP,STARTTLS,1,1,TLS 1.2,ECDHE_ECDSA_AES_128_GCM_SHA256,ECDHE,1,0,0,ECDSA,256,ECDSA_SHA256,0,1,125,11602,60641,0,0.1755,2026-12-17 08:35:57,2026-12-17 08:35:58,SMS-000184,1.0,72243,577.94,8,3,51,Low,5
IMAP,STARTTLS,1,1,TLS 1.3,TLS_CHACHA20_POLY1305_SHA256,X25519,1,0,0,ECDSA,256,ECDSA_SHA256,0,1,134,15425,35165,0,0.169,2026-05-25 05:22:03,2026-05-25 05:22:09,SMS-000185,6.0,50590,377.54,5,0,22,Low,0
SMTP,STARTTLS,1,1,TLS 1.2,ECDHE_ECDSA_AES_128_GCM_SHA256,ECDHE,1,0,0,ECDSA,256,ECDSA_SHA256,0,1,214,20464,57720,0,0.0838,2026-12-31 23:34:06,2026-12-31 23:34:39,SMS-000186,33.0,78184,365.35,23,3,53,Low,5
SMTP,STARTTLS,1,1,TLS 1.1,AES_128_CBC_SHA,RSA,0,0,0,RSA,2048,SHA1_RSA,0,1,67,11822,30050,3,0.1417,2026-08-01 05:05:59,2026-08-01 05:06:17,SMS-000187,18.0,41872,624.96,5,5,31,High,45
SMTP,STARTTLS,1,1,TLS 1.2,ECDHE_RSA_AES_128_GCM_SHA256,ECDHE,1,0,0,RSA,2048,SHA256_RSA,0,0,153,14329,81645,31,0.4713,2026-01-15 11:39:34,2026-01-15 11:40:56,SMS-000188,82.0,95974,627.28,11,3,3,Medium,25
IMAP,STARTTLS,1,1,TLS 1.2,AES_128_GCM_SHA256,RSA,0,0,0,RSA,1024,SHA1_RSA,0,1,109,9021,44968,2,0.1944,2026-06-14 02:21:37,2026-06-14 02:22:25,SMS-000189,48.0,53989,495.31,2,6,24,High,45
SMTP,STARTTLS,1,1,TLS 1.2,ECDHE_RSA_AES_128_GCM_SHA256,ECDHE,1,0,0,RSA,2048,SHA256_RSA,0,0,190,40263,62353,0,0.4714,2026-07-29 16:54:31,2026-07-29 16:54:32,SMS-000190,1.0,102616,540.08,16,2,31,Medium,25
POP3,STARTTLS,1,1,TLS 1.3,TLS_AES_256_GCM_SHA384,X25519,1,0,0,RSA,2048,SHA256_RSA,0,1,95,19004,39899,0,0.0543,2026-06-06 23:02:38,2026-06-06 23:02:50,SMS-000191,12.0,58903,620.03,23,5,23,Low,0
